,abstract_id,line_id,abstract_text,line_number,total_lines,current_line,target
19318,20462858,20462858_14_17,CAM discussions during initial consultations between early-stage breast cancer patients and oncologists appear to be limited and linked with higher patient anxiety before and after the consultation.,14,17,14_17,CONCLUSIONS:
19319,22682875,22682875_6_18,is a common antioxidant supplement with known cardioprotective effects and potential anticancer benefits.,6,18,6_18,BACKGROUND:
19320,22682875,22682875_12_18,"Between September 2004 and March 2009, 236 women were enrolled.",12,18,12_18,RESULTS:
19321,17334812,17334812_7_17,association between psychological factors and the risk of breast cancer prospectively in a non-Western population.,7,17,7_17,OBJECTIVE:
19322,17334812,17334812_8_17,Data from the Japan Collaborative Cohort (JACC) study were analyzed.,8,17,8_17,METHODS:
19323,17334812,17334812_11_17,"During the mean follow-up period of 7.5 years, 149 breast cancer cases were documented.",11,17,11_17,RESULTS:
19324,22906996,22906996_7_19,"The aim of this study was to elucidate clinical implications of ABCB1, FCGR2A, and FCGR3A polymorphisms in patients with HER2-positive metastatic breast cancer (MBC) after taxane plus trastuzumab (TH) chemotherapy.",7,19,7_19,OBJECTIVE:
19325,22906996,22906996_8_19,"Using genomic DNA samples extracted from mononuclear cells of consecutive patients with HER2-positive MBC who received first-line TH, we analyzed five polymorphisms (ABCB1 1236C>T, ABCB1 2677G>T/A, ABCB1 3435C>T, FCGR2A 131H/R, and FCGR3A 158V/F) and then correlated them with the response rate, progression-free survival (PFS), overall survival (OS), and adverse events of patients.",8,19,8_19,METHODS:
19326,22906996,22906996_9_19,A total of 57 women were analyzed.,9,19,9_19,RESULTS:
19327,22906996,22906996_15_19,Our data support that ABCB1 polymorphisms may predict PFS after first-line TH chemotherapy in patients with HER2-positive MBC.,15,19,15_19,CONCLUSIONS:
19328,15838425,15838425_6_18,"To evaluate the ability of trastuzumab (Herceptin) Fab, labelled with (99m)Tc through introduced hydrazinenicotinamide (HYNIC) functionalities, to image HER2/neu-overexpressing human breast cancer xenografts in athymic mice.",6,18,6_18,OBJECTIVE:
19329,15838425,15838425_7_18,"Fab fragments were produced by immobilized papain digestion of trastuzumab immunoglobulin G (IgG), followed by purification by ultrafiltration.",7,18,7_18,METHODS:
19330,15838425,15838425_12_18,Trastuzumab Fab was pure and exhibited preserved immunoreactivity towards SK-BR-3 cells (K(d) = 1.6 x 10(-8) M).,12,18,12_18,RESULTS:
19331,34402196,34402196_16_34,Prior research has shown that around 5%-7% of patients in breast cancer centers in Germany participate in the discussion of their own case within a multidisciplinary tumor conference (MTC).,16,34,16_34,BACKGROUND:
19332,34402196,34402196_19_34,"MTCs in six breast and gynecological cancer centers in North Rhine-Westphalia, Germany, with and without patient participation, are studied prospectively by (non)participatory, structured observation.",19,34,19_34,METHODS:
19333,34402196,34402196_22_34,Case discussions of a sample of n = 317 patients (n = 95 with MTC participation and n = 222 without) were observed.,22,34,22_34,RESULTS:
19334,34402196,34402196_27_34,"Due to a lack of recommendations, hospitals implement patient participation in MTCs in many different ways.",27,34,27_34,CONCLUSIONS:
19335,29807486,29807486_12_24,Palliative care has been increasingly recognized as an important part of cancer care but remains underutilized in patients with solid cancers.,12,24,12_24,BACKGROUND:
19336,29807486,29807486_14_24,To identify the factors associated with palliative care use among deceased patients with solid cancer tumors.,14,24,14_24,OBJECTIVE:
19337,29807486,29807486_15_24,"Using the 2016 National Cancer Data Base, we identified deceased patients (2004-2013) with breast, colon, lung, melanoma, and prostate cancer.",15,24,15_24,METHODS:
19338,29807486,29807486_18_24,A total of 1 840 111 patients were analyzed; 9.6% received palliative care.,18,24,18_24,RESULTS:
19339,22886073,22886073_10_19,Asian patients with unresectable or metastatic gastric adenocarcinoma who had failed fluoropyrimidine-based chemotherapy received ixabepilone 40 mg/m(2) by 3-h intravenous infusion every 3 weeks.,10,19,10_19,METHODS:
19340,22886073,22886073_12_19,Fifty-two patients were treated (65.4 % men; median age: 56.5 years).,12,19,12_19,RESULTS:
19341,22419539,22419539_7_21,The aim of this study is twofold.,7,21,7_21,OBJECTIVE:
19342,22419539,22419539_10_21,"Two samples, composed of 142 newly diagnosed and 198 long-term survival breast cancer patients, were recruited.",10,21,10_21,METHODS:
19343,22419539,22419539_12_21,The CFA confirmed Watson's original five-factor structure fit the data best.,12,21,12_21,RESULTS:
19344,22419539,22419539_15_21,The five-factor structure represents a more psychometrically sound measure of psychological adjustment in the current data set.,15,21,15_21,CONCLUSIONS:
19345,12225627,12225627_5_19,"Information in pathology reports of breast cancer specimens is of critical importance to treating physicians for selection of local regional treatment and adjuvant therapy, evaluation of therapy, estimation of prognosis, and analysis of outcomes.",5,19,5_19,OBJECTIVE:
19346,12225627,12225627_8_19,"To assess the quality of breast cancer pathology practices and the degree to which they agree with published guidelines, we undertook a retrospective analysis among Medicare patients in New York State.",8,19,8_19,METHODS:
19347,12225627,12225627_13_19,We examined the 555 hospital records for 16 elements (quality indicators).,13,19,13_19,RESULTS:
19348,19339000,19339000_7_21,of fertility preservation in younger women exposed to adjuvant chemotherapy for breast cancer.,7,21,7_21,OBJECTIVE:
19349,28341657,28341657_13_25,"CDX tumours using strong oestrogen receptor (ER)-positive, Her2-negative (MCF7) and weak ER-positive, Her2 equivocal (T47D) breast cancer cell lines were fixed for various times ranging from 1 to 336 hours in 10% neutral buffered formalin.",13,25,13_25,METHODS:
19350,28341657,28341657_16_25,No differences were found in expression of ER in either MCF7 or T47D CDX tumours under variable fixation.,16,25,16_25,RESULTS:
19351,28341657,28341657_20_25,"Neither shortened nor prolonged fixation affects ER expression, consistent with previous findings.",20,25,20_25,CONCLUSIONS:
19352,36521077,36521077_14_29,We sought to evaluate local/regional recurrence rates after breast-conserving surgery in a cohort of patients enrolled in legacy trials of the Alliance for Clinical Trials in Oncology and to evaluate variation in recurrence rates by receptor subtype.,14,29,14_29,OBJECTIVE:
19353,36521077,36521077_15_29,"Multiple randomized controlled trials have demonstrated equivalent survival between breast conservation and mastectomy, albeit with higher local/regional recurrence rates after breast conservation.",15,29,15_29,BACKGROUND:
19354,36521077,36521077_17_29,Data from five Alliance for Clinical Trials in Oncology legacy trials that enrolled women diagnosed with breast cancer between 1997 and 2010 were included.,17,29,17_29,METHODS:
19355,36521077,36521077_22_29,Overall 5-year recurrence was 4.6% (95% CI=4.0-5.4%).,22,29,22_29,RESULTS:
19356,36521077,36521077_25_29,Rates of local/regional recurrence after breast conservation in women with breast cancer enrolled in legacy trials of the Alliance for Clinical Trials in Oncology are significantly lower than historic estimates.,25,29,25_29,CONCLUSIONS:
19357,26702532,26702532_7_23,"To investigate the influence of siRNA-mediated down-regulation of CD147 on growth, proliferation and movement of human breast cancer cell line MDA-MB-231.",7,23,7_23,OBJECTIVE:
19358,26702532,26702532_8_23,"The protein expression of CD147, MMP-2 and TIMP-2 of the MDA-MB-231 cells were analyzed by ABC.",8,23,8_23,METHODS:
19359,26702532,26702532_13_23,"After transfection of lentiviral expression vector of CD147 gene, protein of CD147, MMP-2 and TIMP-2 were weakly or negative expressed, significantly weaker than those of control group (P < 0.01).",13,23,13_23,RESULTS:
19360,26702532,26702532_20_23,CD147 may alter the MMP-2/TIMP-2 balance in MDA-MB-231 cells.,20,23,20_23,CONCLUSIONS:
19361,35392751,35392751_9_20,"The totality-of-evidence approach requires that similarity between a proposed biosimilar and a reference biologic is demonstrated across a range of analytical, preclinical, and clinical parameters to establish biosimilarity.",9,20,9_20,OBJECTIVE:
19362,35392751,35392751_11_20,"Analytical similarity to the reference biologic [marketed by Amgen as Neulasta] was first investigated with regard to physiochemical quality attributes such as primary structure, pegylation, higher-order structures, variants and impurities, molecular size variants, and formulation (protein content, pH, excipients, etc.).",11,20,11_20,METHODS:
19363,35392751,35392751_14_20,No meaningful or relevant differences were identified between Sandoz biosimilar pegfilgrastim and the reference biologic during analytical testing.,14,20,14_20,RESULTS:
19364,20571599,20571599_6_18,"Establishing diagnostic MRI criteria for such a pathological entity to enable the oncologist to modify the treatment plan combating the neurological deficits from a different diagnostic prospective, hence improving the quality of life of cancer patients.",6,18,6_18,OBJECTIVE:
19365,20571599,20571599_7_18,from the National Cancer Institute (Cairo University) diagnosed with different types of cancer at time interval of one year were included in the study pool.,7,18,7_18,METHODS:
19366,20571599,20571599_13_18,"Thirty three patients' revealed definite MRI signal abnormality involving the limbic system proper and further temporal lobes affection while five patients revealed mixed pattern of regional encephalitic changes including the cerebellum, frontal lobes and brain stem.",13,18,13_18,RESULTS:
19367,20571599,20571599_15_18,Specific MRI appearance could be traced in paraneoplastic limbic encephalitis thus establishing diagnostic pattern for such entity that could help characterizing the disease with subsequent impact upon the treatment protocol resulting in regaining normal brain faculties and better life quality for such cancer patients.,15,18,15_18,CONCLUSIONS:
19368,29794843,29794843_9_23,To assess the efficiency of Simplified Lymphatic Microsurgical Preventing Healing Approach (S-LYMPHA) in preventing lymphedema (LE) in a prospective cohort of patients.,9,23,9_23,OBJECTIVE:
19369,29794843,29794843_10_23,LE is a serious complication of axillary lymph node dissection (ALND) with an incidence rate of 25%.,10,23,10_23,BACKGROUND:
19370,29794843,29794843_13_23,"All patients, undergoing ALND with or without S-LYMPHA between January 2014 and December 2016 were included in the study.",13,23,13_23,METHODS:
19371,29794843,29794843_16_23,A total of 380 patients were included in the analysis.,16,23,16_23,RESULTS:
19372,29794843,29794843_20_23,"S-LYMPHA is a simple method, which decreases incidence of LE dramatically.",20,23,20_23,CONCLUSIONS:
19373,30187868,30187868_7_20,To investigate the differences in the expression profiles of circular RNA (circRNA) between luminal breast cancer cells and normal breast cells.,7,20,7_20,OBJECTIVE:
19374,30187868,30187868_8_20,Total RNA extracted from luminal breast cancer cells MCF7 and normal breast cells MCF10A was digested with Rnase R to remove linear RNAs and enrich circRNAs.,8,20,8_20,METHODS:
19375,30187868,30187868_13_20,The hybridization array data revealed significant differences in the circRNA expression profiles between MCF7 and MCF10A cells.,13,20,13_20,RESULTS:
19376,30187868,30187868_17_20,The circRNA expression profiles differ significantly between luminal breast cancer cells and normal breast cells.,17,20,17_20,CONCLUSIONS:
19377,29236235,29236235_12_21,We have summarized the clinical trials about addition of CDK4/6 inhibitors to endocrine therapy and reviewed literature currently available on the potential biomarkers in predicting efficacy of CDK4/6 inhibitors.,12,21,12_21,METHODS:
19378,29236235,29236235_15_21,"We reviewed clinical trials on antiestrogen agents combined with the CDK4/6 inhibitor (Palbociclib, Ribociclib, or Abemaciclib) in ER-positive breast cancer.",15,21,15_21,RESULTS:
19379,29236235,29236235_18_21,"We have found that although CDK4/6 inhibitors combined with endocrine therapy were potent, the toxicity and financial burden also increased.",18,21,18_21,CONCLUSIONS:
19380,15301716,15301716_6_21,"and ovarian cancer susceptibility gene BRCA1 acts as a tumor suppressor gene, its product expresses in a cell cycle-dependent manner.",6,21,6_21,OBJECTIVE:
19381,15301716,15301716_10_21,"MCF-7 cells were transfected with expression vector pcDNA3-beta-HA-hsBRCA1 containing full-length BRCA1, and named MCF-7BRCA1 cells.",10,21,10_21,METHODS:
19382,15301716,15301716_14_21,The pcDNA3-beta-HA-hsBRCA1 plasmids were successfully transfected into MCF-7 cells and expressed stably.,14,21,14_21,RESULTS:
19383,27648726,27648726_9_20,To summarize the psychosocial experience of women with breast cancer from a lifespan perspective by examining the findings of qualitative studies.,9,20,9_20,OBJECTIVE:
19384,27648726,27648726_10_20,A meta-aggregate review of 24 qualitative studies was undertaken.,10,20,10_20,METHODS:
19385,27648726,27648726_13_20,Study participants ranged in age from 26 to 91 years.,13,20,13_20,RESULTS:
19386,27648726,27648726_17_20,"Further research is required to explore these findings, and to examine the needs of older women in particular.",17,20,17_20,CONCLUSIONS:
19387,1580297,1580297_6_17,"To estimate the occupational risk from infection with the human immunodeficiency virus (HIV) in terms of loss of (quality-adjusted) life expectancy, and to compare that risk to those posed by other hazards faced by health care workers.",6,17,6_17,OBJECTIVE:
19388,1580297,1580297_8_17,"For a 30-year-old female health care worker (unvaccinated for hepatitis B virus [HBV]), the loss of life expectancy from a needlestick from a symptomatic HIV-positive (HIV+) patient is 39 days (range, 17 to 93 days), as compared with a loss of 17 days from a needlestick from a patient who is hepatitis-B-surface-antigen-positive (HBsAg+), and 38 days from a needlestick from a patient who is hepatitis-B-e-antigen-positive (HBeAg+).",8,17,8_17,RESULTS:
19389,1580297,1580297_13_17,The risk associated with percutaneous exposures to symptomatic HIV+ patients is comparable to other risks that health care workers have faced knowingly and have accepted in the recent past.,13,17,13_17,CONCLUSIONS:
19390,32000054,32000054_27_54,HER2-positive (HER2+) breast cancer (BC) comprises all the four PAM50 molecular subtypes.,27,54,27_54,BACKGROUND:
19391,32000054,32000054_30_54,A systematic literature search was performed in February 2019.,30,54,30_54,METHODS:
19392,32000054,32000054_35_54,"Sixteen studies were included, 5 of which tested CT-free regimens.",35,54,35_54,RESULTS:
19393,32000054,32000054_39_54,The HER2-E biomarker identifies patients with a higher likelihood of achieving a pCR following neoadjuvant anti-HER2-based therapy beyond HR status and CT use.,39,54,39_54,CONCLUSIONS:
19394,27086693,27086693_8_28,Taxanes and anthracyclines are considered as fundamental drugs for the treatment of a broad range of cancers.,8,28,8_28,BACKGROUND:
19395,27086693,27086693_11_28,This study aimed to evaluate and compare pigmentary side effects of taxanes and doxorubicin with the help of onychoscopy.,11,28,11_28,OBJECTIVE:
19396,27086693,27086693_12_28,"Forty-one consecutive patients (30 women, 11 men) with a diagnosis of cancer (16 gastric cancer, 25 breast cancer) were prospectively enrolled in a period of six months.",12,28,12_28,METHODS:
19397,27086693,27086693_19_28,34.1% of the patients (14/41) demonstrated clinical signs of nail pigmentation.,19,28,19_28,RESULTS:
19398,27086693,27086693_23_28,DHNP may cause considerable distress to patients.,23,28,23_28,CONCLUSIONS:
19399,22612880,22612880_6_20,There has been a sharp increase in the incidence of breast cancer in China in recent years.,6,20,6_20,BACKGROUND:
19400,22612880,22612880_13_20,A total of 122058 subjects were included in the final analysis.,13,20,13_20,RESULTS:
19401,22612880,22612880_17_20,Significant changes in female physical and childbearing characteristics across a number of different age ranges were detected.,17,20,17_20,CONCLUSIONS:
19402,28940942,28940942_8_20,Socioeconomic inequalities in recognising signs and symptoms of cancer may result in inequalities in timely help-seeking and subsequent prognosis of breast cancer.,8,20,8_20,OBJECTIVE:
19403,28940942,28940942_10_20,Women aged ≥47 years (n = 961) were purposively recruited (by education) to complete an online vignette-based survey that included nipple rash and axillary lump (in separate vignettes) as potential symptoms of breast cancer.,10,20,10_20,METHODS:
19404,28940942,28940942_12_20,Women with low education and mid education attributed nipple rash less often to cancer (26% and 27% mentioned cancer) than women with a degree or higher (40%).,12,20,12_20,RESULTS:
19405,28940942,28940942_17_20,Socioeconomic inequalities in stage at diagnosis and survival of breast cancer may not always be explained by lower likelihood of suspecting cancer and subsequent impact on help-seeking.,17,20,17_20,CONCLUSIONS:
19406,34687411,34687411_30_40,The real-life retrospective ESME database includes all patients with MBC whose first-line treatment was initiated between 2008 and 2014 in one of the 18 French Comprehensive Cancer Centres.,30,40,30_40,METHODS:
19407,34687411,34687411_32_40,We identified 6293 patients who received at least one ET line during their first two therapeutic lines for MBC.,32,40,32_40,RESULTS:
19408,34687411,34687411_35_40,PFS under first ET appears identical whether prescribed before or after chemotherapy.,35,40,35_40,CONCLUSIONS:
19409,15863147,15863147_6_24,Women at high risk of ovarian cancer are currently offered two options: either surveillance or prophylactic bilateral salpingo-oophorectomy.,6,24,6_24,OBJECTIVE:
19410,15863147,15863147_8_24,We performed a retrospective study.,8,24,8_24,METHODS:
19411,15863147,15863147_12_24,There were no screen-detected primary ovarian cancers.,12,24,12_24,RESULTS:
19412,15863147,15863147_19_24,"Ovarian cancer surveillance has limited sensitivity, and a high number of false positive findings.",19,24,19_24,CONCLUSIONS:
19413,35242683,35242683_12_28,activity and acceptable tolerability of pyrotinib plus chemotherapy have been demonstrated in phase III trials in human epidermal growth factor receptor 2-positive metastatic breast cancer (BC).,12,28,12_28,BACKGROUND:
19414,35242683,35242683_14_28,"In this single-arm exploratory phase II trial, patients with untreated human epidermal growth factor receptor 2-positive BC (stage IIA-IIIC) received pyrotinib 400 mg once daily, trastuzumab 4 mg/kg loading dose, followed by 2 mg/kg once a week, and albumin-bound paclitaxel 125 mg/m2 once a week for four 21-day cycles before surgery.",14,28,14_28,METHODS:
19415,35242683,35242683_17_28,"Between May 17, 2019 and November 26, 2019, a total of 21 patients were enrolled.",17,28,17_28,RESULTS:
19416,35242683,35242683_22_28,"In women with human epidermal growth factor receptor 2-positive early or locally advanced BC, neoadjuvant pyrotinib plus trastuzumab and albumin-bound paclitaxel effectively promoted total pCR rate with an acceptable safety profile (ClinicalTrials.gov, NCT04152057).",22,28,22_28,CONCLUSIONS:
19417,11814281,11814281_5_18,Isosulfan blue 1% is a dye used in medical procedures such as lymphangiography and sentinel lymph node biopsy.,5,18,5_18,BACKGROUND:
19418,11814281,11814281_7_18,We are reporting two patients who experienced anaphylaxis after subcutaneous administration of isosulfan blue.,7,18,7_18,OBJECTIVE:
19419,11814281,11814281_8_18,Two female patients with breast cancer were evaluated by our allergy service after suspected intraoperative anaphylactic episodes during sentinel lymph node biopsies in which they had received isosulfan blue 1% for the purpose of visualization of the lymph vessels.,8,18,8_18,METHODS:
19420,11814281,11814281_13_18,"In both cases, the patients demonstrated positive skin tests to isosulfan blue.",13,18,13_18,RESULTS:
19421,28580762,28580762_12_23,Treatment plans of 27 whole-breast radiation therapy (WBRT) patients optimised with a tangential hybrid IMRT technique were replanned using TD.,12,23,12_23,METHODS:
19422,28580762,28580762_15_23,"Both modalities met ICRU50 target heterogeneity objectives (TD D99 = 48.0 Gy vs. IMRT = 48.1 Gy, P = 0.26; TD D1 = 53.5 Gy vs. IMRT = 53.0 Gy, P = 0.02; Homogeneity index TD = 0.11 vs. IMRT = 0.10, P = 0.03), with TD plans generating higher median doses (TD D50 = 51.1 Gy vs. IMRT = 50.9 Gy, P = 0.03).",15,23,15_23,RESULTS:
19423,30819679,30819679_19_31,28-day treatment cycles of oral LYC-55716; dose and dosing regimen were determined according to pharmacokinetic profile and safety.,19,31,19_31,METHODS:
19424,30819679,30819679_22_31,No dose-limiting toxicities occurred among the 32 enrolled patients who received LYC-55716 150 mg BID to 450 mg BID.,22,31,22_31,RESULTS:
19425,31306109,31306109_4_18,"L. BACKGROUND AND OBJECTIVE: Fucosyltranferase 8 (FUT8), which catalyzes core fucosylation of glycopeptides, plays important roles in cancer development.",4,18,4_18,OBJECTIVE:
19426,31306109,31306109_6_18,The core fucosylation levels in normal and FUT8 deficient MCF-7 cells were analyzed by lectin LCA blots.,6,18,6_18,METHODS:
19427,31306109,31306109_10_18,The core fucosylation levels were significantly reduced by inhibited FUT8.,10,18,10_18,RESULTS:
19428,31306109,31306109_15_18,FUT8 deficiency suppressed migration of MCF-7 cells by impacting core fucosylation of E-cadherin and the downstream FAK/integrin pathway.,15,18,15_18,CONCLUSIONS:
19429,28276926,28276926_14_19,Ascertain the utility of measurements of single-strand breaks (SSB) in DNA for assessment of breast cancer risk.,14,19,14_19,OBJECTIVE:
19430,28276926,28276926_15_19,"Fine-needle aspirates of the breast, SSB by nick translation, percent breast density (PBD), Gail model risk, cumulative methylation index (CMI), enzymes of DNA repair and tissue antioxidants.",15,19,15_19,METHODS:
19431,28276926,28276926_16_19,DNA repair enzymes and 4-hydroxyestradiol were negatively associated with SSB; CMI and PBD were positively associated.,16,19,16_19,RESULTS:
19432,16648120,16648120_6_23,"Cancer is the second cause of death in Mexico, most cases are detected at advanced stages and the use of chemotherapy is frequent.",6,23,6_23,BACKGROUND:
19433,16648120,16648120_9_23,"To determine the characteristics of the patients that use CAM, to identify the aim of these treatments, the source of information and the potential benefits obtained by the patient.",9,23,9_23,OBJECTIVE:
19434,16648120,16648120_10_23,"was applied from February 20 to March 5, 2004 to non-selected patients with cancer in private consultation to determine age, sex, education level, work, use of CAM, type and number of used therapies, potential benefits and monthly cost.",10,23,10_23,METHODS:
19435,16648120,16648120_13_23,"Group A included 37 patients and group B included 38, with no difference regarding age, education level, work and oncological diagnosis, p > 0.05; a significant trend was found as regards the feminine sex, p = 0.07, neoplasm different from breast cancer, p = 0.08 and evident association with neoplasm advanced stages, p = 0.02.",13,23,13_23,RESULTS:
19436,16648120,16648120_19_23,The use of complementary and/or alternative therapy is frequent among young women with advanced cancer and high level of education.,19,23,19_23,CONCLUSIONS:
19437,15986124,15986124_5_17,the relationship of age to toxicity from adjuvant chemotherapy for breast cancer.,5,17,5_17,OBJECTIVE:
19438,15986124,15986124_6_17,"1,405 consecutive patients age 65 or older with primary invasive breast cancer who were seen at Memorial Sloan-Kettering Cancer Center from January 1998 to December 2000.",6,17,6_17,METHODS:
19439,15986124,15986124_9_17,"One hundred thirty-two patients were included in this study, with a mean age of 70 (range 65--79).",9,17,9_17,RESULTS:
19440,28197686,28197686_14_25,"We retrospectively analyzed the pre-therapeutic characteristics (sex, age, tumor entity, hepatic tumor burden, extrahepatic disease [EHD] and liver function [with focus on bilirubin and cholinesterase level]) of 389 consecutive patients with various refractory liver-dominant tumors (hepatocellular carcinoma [HCC], cholangiocarcinoma [CCC], neuroendocrine tumor [NET], colorectal cancer [CRC] and metastatic breast cancer [MBC]), who received Y-90 radioembolization for predicting survival.",14,25,14_25,METHODS:
19441,28197686,28197686_16_25,The median OS was 356 days (95% CI 285-427 days).,16,25,16_25,RESULTS:
19442,28197686,28197686_22_25,"Pre-therapeutic baseline bilirubin and CHE levels, extrahepatic disease and hepatic tumor burden are associated with patient survival after RE.",22,25,22_25,CONCLUSIONS:
19443,15607041,15607041_5_14,"To determine hormone replacement therapy (HRT)use among women at high risk for breast cancer and ovarian cancer, before genetic testing for the cancer susceptibility genes BRCA1 and BRCA2, and 1 year following disclosure of the test results.",5,14,5_14,OBJECTIVE:
19444,15607041,15607041_6_14,Participants were 209 French-Canadian women (from 67 high-risk families) who were tested for BRCA1/2 mutations as part of the multidisciplinary research program INHERIT BRCAs (INterdisciplinary HEalth Research International Team on BReast CAncer susceptibility).,6,14,6_14,METHODS:
19445,15607041,15607041_8_14,"At the genetic counselling session, approximately 15% of women (31/209) reported using HRT, a proportion that is significantly lower than the 25% observed among similarly aged women from the general Quebec population (P < .001).",8,14,8_14,RESULTS:
19446,15607041,15607041_11_14,Women at high risk for breast cancer and ovarian cancer tend to avoid HRT when BRCA1/2 mutations are either suspected or confirmed.,11,14,11_14,CONCLUSIONS:
19447,33051045,33051045_16_34,"The EU-supported ATHENA project stems from a previous study suggesting that moderate wine consumption reduced the side-effects of radiotherapy (RT) in breast cancer patients, an effect possibly due to non-alcoholic anthocyanin fractions of wine.",16,34,16_34,BACKGROUND:
19448,33051045,33051045_17_34,To evaluate the role of anthocyanins on RT skin side effects in breast cancer patients.,17,34,17_34,OBJECTIVE:
19449,33051045,33051045_18_34,"Randomized, controlled, double-blind clinical trial.",18,34,18_34,METHODS:
19450,33051045,33051045_25_34,193 patients previously assigned to 3- or 5-week RT schedules were randomized to either anthocyanin (97) or placebo (96) supplementation.,25,34,25_34,RESULTS:
19451,33051045,33051045_29_34,Anthocyanin supplementation did not prevent RT-induced local skin toxicity.,29,34,29_34,CONCLUSIONS:
19452,30835381,30835381_7_24,To identify the situation and possible work-related cancer risks among healthcare workers in cancer centers.,7,24,7_24,OBJECTIVE:
19453,30835381,30835381_8_24,"This research was a 14-year retrospective cohort study of 2,331 healthcare workers at the National Cancer Institute and 7 regional cancer centers in Thailand.",8,24,8_24,METHODS:
19454,30835381,30835381_18_24,"This study found that the risk of leukemia was higher than expected among healthcare workers and that physicians may have an increased risk of cancer compared to the general working population, which may be a work-related reflex.",18,24,18_24,CONCLUSIONS:
19455,31955537,31955537_7_18,To investigate the effect of chloroxoquinoline on cytoskeleton of breast cancer cells and its relation with Rho/Rho kinase signaling pathway.,7,18,7_18,OBJECTIVE:
19456,31955537,31955537_8_18,Breast cancer Bcap37 and MDA-MB-453 cells were treated with different concentrations of chloroxoquinoline.,8,18,8_18,METHODS:
19457,31955537,31955537_12_18,"Compared with the control group, chloroxoquinoline treatment induced dose-dependent decrease in cell migration and invasion, and Bcap37 and MDA-MB-453 cells treated with chloroxoquinoline showed dose-dependent changes in cell morphology and decrease in cell body.",12,18,12_18,RESULTS:
19458,31955537,31955537_15_18,Chloroxoquinoline inhibits the cytoskeleton in breast cancer Bcap37 and MDA-MB-453 cells and inhibits cell migration.,15,18,15_18,CONCLUSIONS:
19459,16808782,16808782_7_20,"Despite advances in breast cancer risk assessment and risk reduction technologies, little is still known about how high-risk women make sense of their risk and assess prevention options, particularly among minority and low-income women.",7,20,7_20,BACKGROUND:
19460,16808782,16808782_9_20,This study examined how women attending a high risk breast cancer clinic at a public hospital conceptualize their breast cancer risk and think about the prevention options available to them.,9,20,9_20,OBJECTIVE:
19461,16808782,16808782_10_20,Semi-structured interviews were used to gather data from 33 high-risk women (75% African American) between May and August 2004.,10,20,10_20,METHODS:
19462,16808782,16808782_12_20,"Despite general awareness of their objective risk status, many women in this study reported they did not feel ""high risk"" because they lacked signs and symptoms of cancer.",12,20,12_20,RESULTS:
19463,16808782,16808782_17_20,The body of ideas about risk and prevention expressed by this population differ from the medical model.,17,20,17_20,CONCLUSIONS:
19464,15628948,15628948_5_15,trials performed in our setting for the past three years from a gender-related standpoint.,5,15,5_15,OBJECTIVE:
19465,15628948,15628948_6_15,"study of 101 trials in which the pharmacy department of a 1,240-bed university hospital took part.",6,15,6_15,METHODS:
19466,15628948,15628948_8_15,"17 trials included women only, 13 trials included men only, and 71 trials included patients of both genders.",8,15,8_15,RESULTS:
19467,24031083,24031083_7_15,"Growth factor receptor-binding protein 14, a new member of noncatalytic adaptor proteins family, has been shown to be upregulated in breast cancer.",7,15,7_15,OBJECTIVE:
19468,24031083,24031083_9_15,Primary breast cancer specimens were taken from locally advanced breast cancer patients in a Phase II clinical trial of neoadjuvant chemotherapy and the expression pattern of growth factor receptor-binding protein 14 was determined by immunohistochemistry.,9,15,9_15,METHODS:
19469,24031083,24031083_11_15,"Our result showed that growth factor receptor-binding protein 14 was highly expressed in 23.1% of breast cancer sections, and high expression of growth factor receptor-binding protein 14 was significantly associated with better disease-free (P = 0.016, hazard ratio 0.07, 95% confidence interval 0.06-0.08) and overall survival (P = 0.004, hazard ratio 0.02, 95% confidence interval 0.02-0.03), compared with the low-expression group.",11,15,11_15,RESULTS:
19470,23158657,23158657_6_19,To explore the relationship between the status of PI3K/mTOR pathway and the therapeutic efficacies of neoadjuvant chemotherapy for breast cancer.,6,19,6_19,OBJECTIVE:
19471,23158657,23158657_7_19,A total of 105 patients receiving 4-6 cycles of taxane-based neoadjuvant chemotherapy at our centre between January 2009 and November 2010 were recruited into this retrospective study.,7,19,7_19,METHODS:
19472,23158657,23158657_11_19,The overall efficacy rate of neoadjuvant chemotherapy was 58.1% (61/105) and the PCR rate 27.6% (29/105).,11,19,11_19,RESULTS:
19473,23158657,23158657_16_19,The status of p-mTOR has predictive values for taxane-based neoadjuvant chemotherapy.,16,19,16_19,CONCLUSIONS:
19474,28839305,28839305_8_20,"To analyse breast cancer cases with respect to age, menopausal status, hormone receptors and human epidermal growth factor receptor 2 expression, in addition to nodal and distant metastases.",8,20,8_20,OBJECTIVE:
19475,28839305,28839305_9_20,"This retrospective study was conducted at Jordan University Hospital, Amman, Jordan, and comprised cases of breast carcinoma among females between 2006 and 2015.",9,20,9_20,METHODS:
19476,28839305,28839305_12_20,"Of the 752 cases, 559(74.3%) were invasive ductal carcinomas of non-specific type, followed by 36(4.8%) cases of invasive lobular carcinoma.",12,20,12_20,RESULTS:
19477,20444748,20444748_6_22,of the breast is a distinct variant of breast cancer.,6,22,6_22,OBJECTIVE:
19478,20444748,20444748_8_22,Specimens from 15 patients with invasive micropapillary carcinoma were analyzed using clinicopathological and immunohistochemical methods.,8,22,8_22,METHODS:
